sub_id	entry	is_head	page_start	page_end	n_pages	source	start_confidence	end_confidence	warning
10803078-4	3078	0	449	450	2	anchor	unknown	uncertain	page_end extended from 449 to 450: text_position did not indicate a real ending on page 449, and no other block won any page in between, so it must finish no earlier than the page where '10803078-5' starts.
10803109-2	3109	0	453	454	2	anchor	unknown	uncertain	page_end extended from 453 to 454: text_position did not indicate a real ending on page 453, and no other block won any page in between, so it must finish no earlier than the page where '10803109-3' starts.
10803132-1	3132	0	457	458	2	anchor	unknown	uncertain	page_end extended from 457 to 458: text_position did not indicate a real ending on page 457, and no other block won any page in between, so it must finish no earlier than the page where '10803133-0' starts.
10803159-0	3159	1	460	461	2	anchor	unknown	uncertain	page_end extended from 460 to 461: text_position did not indicate a real ending on page 460, and no other block won any page in between, so it must finish no earlier than the page where '10803159-1' starts.
10803170-1	3170	0	461	462	2	anchor	unknown	uncertain	page_end extended from 461 to 462: text_position did not indicate a real ending on page 461, and no other block won any page in between, so it must finish no earlier than the page where '10803170-2' starts.
10803172-8	3172	0	462	463	2	anchor	unknown	uncertain	page_end extended from 462 to 463: text_position did not indicate a real ending on page 462, and no other block won any page in between, so it must finish no earlier than the page where '10803172-9' starts.
10803184-2	3184	0	464	465	2	anchor	unknown	uncertain	page_end extended from 464 to 465: text_position did not indicate a real ending on page 464, and no other block won any page in between, so it must finish no earlier than the page where '10803184-3' starts.
10803195-13	3195	0	466	467	2	anchor	unknown	uncertain	page_end extended from 466 to 467: text_position did not indicate a real ending on page 466, and no other block won any page in between, so it must finish no earlier than the page where '10803195-14' starts.
10803201-1	3201	0	467	468	2	anchor	unknown	uncertain	page_end extended from 467 to 468: text_position did not indicate a real ending on page 467, and no other block won any page in between, so it must finish no earlier than the page where '10803202-0' starts.
10803225-0	3225	1	469	470	2	anchor	unknown	uncertain	page_end extended from 469 to 470: text_position did not indicate a real ending on page 469, and no other block won any page in between, so it must finish no earlier than the page where '10803225-1' starts.
10803244-1	3244	0	471	472	2	anchor	unknown	uncertain	page_end extended from 471 to 472: text_position did not indicate a real ending on page 471, and no other block won any page in between, so it must finish no earlier than the page where '10803245-0' starts.
10803256-2	3256	0	472	473	2	anchor	unknown	uncertain	page_end extended from 472 to 473: text_position did not indicate a real ending on page 472, and no other block won any page in between, so it must finish no earlier than the page where '10803256-3' starts.
10803266-1	3266	0	473	474	2	anchor	unknown	uncertain	page_end extended from 473 to 474: text_position did not indicate a real ending on page 473, and no other block won any page in between, so it must finish no earlier than the page where '10803266-2' starts.
10803289-3	3289	0	476	477	2	anchor	unknown	uncertain	page_end extended from 476 to 477: text_position did not indicate a real ending on page 476, and no other block won any page in between, so it must finish no earlier than the page where '10803289-4' starts.
10803300-0	3300	1	477	478	2	anchor	unknown	uncertain	page_end extended from 477 to 478: text_position did not indicate a real ending on page 477, and no other block won any page in between, so it must finish no earlier than the page where '10803300-1' starts.
10803308-2	3308	0	478	479	2	anchor	unknown	uncertain	page_end extended from 478 to 479: text_position did not indicate a real ending on page 478, and no other block won any page in between, so it must finish no earlier than the page where '10803308-3' starts.
10803317-2	3317	0	479	480	2	anchor	unknown	uncertain	page_end extended from 479 to 480: text_position did not indicate a real ending on page 479, and no other block won any page in between, so it must finish no earlier than the page where '10803317-3' starts.
10803325-4	3325	0	480	481	2	anchor	unknown	uncertain	page_end extended from 480 to 481: text_position did not indicate a real ending on page 480, and no other block won any page in between, so it must finish no earlier than the page where '10803325-5' starts.
10803325-24	3325	0	481	482	2	anchor	unknown	uncertain	page_end extended from 481 to 482: text_position did not indicate a real ending on page 481, and no other block won any page in between, so it must finish no earlier than the page where '10803325-25' starts.
10803333-1	3333	0	482	483	2	anchor	unknown	uncertain	page_end extended from 482 to 483: text_position did not indicate a real ending on page 482, and no other block won any page in between, so it must finish no earlier than the page where '10803334-0' starts.
10803340-3	3340	0	483	484	2	anchor	unknown	uncertain	page_end extended from 483 to 484: text_position did not indicate a real ending on page 483, and no other block won any page in between, so it must finish no earlier than the page where '10803341-0' starts.
10803351-1	3351	0	484	485	2	anchor	unknown	uncertain	page_end extended from 484 to 485: text_position did not indicate a real ending on page 484, and no other block won any page in between, so it must finish no earlier than the page where '10803351-2' starts.
10803357-4	3357	0	485	486	2	anchor	unknown	uncertain	page_end extended from 485 to 486: text_position did not indicate a real ending on page 485, and no other block won any page in between, so it must finish no earlier than the page where '10803358-0' starts.
10803383-1	3383	0	487	488	2	anchor	unknown	uncertain	page_end extended from 487 to 488: text_position did not indicate a real ending on page 487, and no other block won any page in between, so it must finish no earlier than the page where '10803383-2' starts.
10803392-1	3392	0	488	489	2	anchor	unknown	uncertain	page_end extended from 488 to 489: text_position did not indicate a real ending on page 488, and no other block won any page in between, so it must finish no earlier than the page where '10803393-0' starts.
10803399-2	3399	0	489	490	2	anchor	unknown	uncertain	page_end extended from 489 to 490: text_position did not indicate a real ending on page 489, and no other block won any page in between, so it must finish no earlier than the page where '10803399-3' starts.
10803406-2	3406	0	490	491	2	anchor	unknown	uncertain	page_end extended from 490 to 491: text_position did not indicate a real ending on page 490, and no other block won any page in between, so it must finish no earlier than the page where '10803406-3' starts.
10803410-0	3410	1	491	492	2	anchor	unknown	uncertain	page_end extended from 491 to 492: text_position did not indicate a real ending on page 491, and no other block won any page in between, so it must finish no earlier than the page where '10803410-1' starts.
10803416-1	3416	0	492	493	2	anchor	unknown	uncertain	page_end extended from 492 to 493: text_position did not indicate a real ending on page 492, and no other block won any page in between, so it must finish no earlier than the page where '10803416-2' starts.
10803421-1	3421	0	493	494	2	anchor	unknown	uncertain	page_end extended from 493 to 494: text_position did not indicate a real ending on page 493, and no other block won any page in between, so it must finish no earlier than the page where '10803422-0' starts.
10803444-5	3444	0	496	497	2	anchor	unknown	uncertain	page_end extended from 496 to 497: text_position did not indicate a real ending on page 496, and no other block won any page in between, so it must finish no earlier than the page where '10803444-6' starts.
10803448-7	3448	0	497	498	2	anchor	unknown	uncertain	page_end extended from 497 to 498: text_position did not indicate a real ending on page 497, and no other block won any page in between, so it must finish no earlier than the page where '10803448-8' starts.
10803451-1	3451	0	498	499	2	anchor	unknown	uncertain	page_end extended from 498 to 499: text_position did not indicate a real ending on page 498, and no other block won any page in between, so it must finish no earlier than the page where '10803452-0' starts.
10803454-10	3454	0	499	500	2	anchor	unknown	uncertain	page_end extended from 499 to 500: text_position did not indicate a real ending on page 499, and no other block won any page in between, so it must finish no earlier than the page where '10803455-0' starts.
10803465-0	3465	1	500	501	2	anchor	unknown	uncertain	page_end extended from 500 to 501: text_position did not indicate a real ending on page 500, and no other block won any page in between, so it must finish no earlier than the page where '10803465-1' starts.
10803474-1	3474	0	501	502	2	anchor	unknown	uncertain	page_end extended from 501 to 502: text_position did not indicate a real ending on page 501, and no other block won any page in between, so it must finish no earlier than the page where '10803474-2' starts.
10803493-1	3493	0	503	504	2	anchor	unknown	uncertain	page_end extended from 503 to 504: text_position did not indicate a real ending on page 503, and no other block won any page in between, so it must finish no earlier than the page where '10803494-0' starts.
10803539-1	3539	0	507	508	2	anchor	unknown	uncertain	page_end extended from 507 to 508: text_position did not indicate a real ending on page 507, and no other block won any page in between, so it must finish no earlier than the page where '10803539-2' starts.
10803543-9	3543	0	508	509	2	anchor	unknown	uncertain	page_end extended from 508 to 509: text_position did not indicate a real ending on page 508, and no other block won any page in between, so it must finish no earlier than the page where '10803543-10' starts.
10803551-2	3551	0	509	510	2	anchor	unknown	uncertain	page_end extended from 509 to 510: text_position did not indicate a real ending on page 509, and no other block won any page in between, so it must finish no earlier than the page where '10803552-0' starts.
10803567-1	3567	0	511	512	2	anchor	unknown	uncertain	page_end extended from 511 to 512: text_position did not indicate a real ending on page 511, and no other block won any page in between, so it must finish no earlier than the page where '10803567-2' starts.
10803593-2	3593	0	515	516	2	anchor	unknown	uncertain	page_end extended from 515 to 516: text_position did not indicate a real ending on page 515, and no other block won any page in between, so it must finish no earlier than the page where '10803593-3' starts.
10803604-2	3604	0	516	517	2	anchor	unknown	uncertain	page_end extended from 516 to 517: text_position did not indicate a real ending on page 516, and no other block won any page in between, so it must finish no earlier than the page where '10803604-3' starts.
10803613-2	3613	0	517	518	2	anchor	unknown	uncertain	page_end extended from 517 to 518: text_position did not indicate a real ending on page 517, and no other block won any page in between, so it must finish no earlier than the page where '10803614-0' starts.
10803623-6	3623	0	518	519	2	anchor	unknown	uncertain	page_end extended from 518 to 519: text_position did not indicate a real ending on page 518, and no other block won any page in between, so it must finish no earlier than the page where '10803623-7' starts.
10803636-1	3636	0	520	521	2	anchor	unknown	uncertain	page_end extended from 520 to 521: text_position did not indicate a real ending on page 520, and no other block won any page in between, so it must finish no earlier than the page where '10803637-0' starts.
10803640-1	3640	0	521	522	2	anchor	unknown	uncertain	page_end extended from 521 to 522: text_position did not indicate a real ending on page 521, and no other block won any page in between, so it must finish no earlier than the page where '10803640-2' starts.
10803666-3	3666	0	526	527	2	anchor	unknown	uncertain	page_end extended from 526 to 527: text_position did not indicate a real ending on page 526, and no other block won any page in between, so it must finish no earlier than the page where '10803666-4' starts.
10803675-1	3675	0	528	529	2	anchor	unknown	uncertain	page_end extended from 528 to 529: text_position did not indicate a real ending on page 528, and no other block won any page in between, so it must finish no earlier than the page where '10803676-0' starts.
10803702-1	3702	0	530	531	2	anchor	unknown	uncertain	page_end extended from 530 to 531: text_position did not indicate a real ending on page 530, and no other block won any page in between, so it must finish no earlier than the page where '10803703-0' starts.
10803712-1	3712	0	531	532	2	anchor	unknown	uncertain	page_end extended from 531 to 532: text_position did not indicate a real ending on page 531, and no other block won any page in between, so it must finish no earlier than the page where '10803713-0' starts.
10803723-3	3723	0	532	533	2	anchor	unknown	uncertain	page_end extended from 532 to 533: text_position did not indicate a real ending on page 532, and no other block won any page in between, so it must finish no earlier than the page where '10803723-4' starts.
10803732-0	3732	1	533	534	2	anchor	unknown	uncertain	page_end extended from 533 to 534: text_position did not indicate a real ending on page 533, and no other block won any page in between, so it must finish no earlier than the page where '10803732-1' starts.
10803742-1	3742	0	534	535	2	anchor	unknown	uncertain	page_end extended from 534 to 535: text_position did not indicate a real ending on page 534, and no other block won any page in between, so it must finish no earlier than the page where '10803743-0' starts.
10803747-14	3747	0	535	536	2	anchor	unknown	uncertain	page_end extended from 535 to 536: text_position did not indicate a real ending on page 535, and no other block won any page in between, so it must finish no earlier than the page where '10803747-15' starts.
10803751-6	3751	0	536	537	2	anchor	unknown	uncertain	page_end extended from 536 to 537: text_position did not indicate a real ending on page 536, and no other block won any page in between, so it must finish no earlier than the page where '10803751-7' starts.
10803757-2	3757	0	537	538	2	anchor	unknown	uncertain	page_end extended from 537 to 538: text_position did not indicate a real ending on page 537, and no other block won any page in between, so it must finish no earlier than the page where '10803758-0' starts.
10803773-5	3773	0	539	540	2	anchor	unknown	uncertain	page_end extended from 539 to 540: text_position did not indicate a real ending on page 539, and no other block won any page in between, so it must finish no earlier than the page where '10803774-0' starts.
10803783-2	3783	0	540	541	2	anchor	unknown	uncertain	page_end extended from 540 to 541: text_position did not indicate a real ending on page 540, and no other block won any page in between, so it must finish no earlier than the page where '10803783-3' starts.
10803792-1	3792	0	541	542	2	anchor	unknown	uncertain	page_end extended from 541 to 542: text_position did not indicate a real ending on page 541, and no other block won any page in between, so it must finish no earlier than the page where '10803793-0' starts.
10803799-30	3799	0	543	544	2	anchor	unknown	uncertain	page_end extended from 543 to 544: text_position did not indicate a real ending on page 543, and no other block won any page in between, so it must finish no earlier than the page where '10803799-31' starts.
10803799-49	3799	0	544	545	2	anchor	unknown	uncertain	page_end extended from 544 to 545: text_position did not indicate a real ending on page 544, and no other block won any page in between, so it must finish no earlier than the page where '10803799-50' starts.
10803806-2	3806	0	545	546	2	anchor	unknown	uncertain	page_end extended from 545 to 546: text_position did not indicate a real ending on page 545, and no other block won any page in between, so it must finish no earlier than the page where '10803807-0' starts.
10803813-4	3813	0	546	547	2	anchor	unknown	uncertain	page_end extended from 546 to 547: text_position did not indicate a real ending on page 546, and no other block won any page in between, so it must finish no earlier than the page where '10803813-5' starts.
10803818-1	3818	0	547	548	2	anchor	unknown	uncertain	page_end extended from 547 to 548: text_position did not indicate a real ending on page 547, and no other block won any page in between, so it must finish no earlier than the page where '10803819-0' starts.
10803827-0	3827	1	548	549	2	anchor	unknown	uncertain	page_end extended from 548 to 549: text_position did not indicate a real ending on page 548, and no other block won any page in between, so it must finish no earlier than the page where '10803827-1' starts.
10803830-12	3830	0	549	550	2	anchor	unknown	uncertain	page_end extended from 549 to 550: text_position did not indicate a real ending on page 549, and no other block won any page in between, so it must finish no earlier than the page where '10803830-13' starts.
10803844-8	3844	0	551	552	2	anchor	unknown	uncertain	page_end extended from 551 to 552: text_position did not indicate a real ending on page 551, and no other block won any page in between, so it must finish no earlier than the page where '10803844-9' starts.
10803848-3	3848	0	552	553	2	anchor	unknown	uncertain	page_end extended from 552 to 553: text_position did not indicate a real ending on page 552, and no other block won any page in between, so it must finish no earlier than the page where '10803848-4' starts.
10803867-1	3867	0	554	555	2	anchor	unknown	uncertain	page_end extended from 554 to 555: text_position did not indicate a real ending on page 554, and no other block won any page in between, so it must finish no earlier than the page where '10803868-0' starts.
10803878-5	3878	0	555	556	2	anchor	unknown	uncertain	page_end extended from 555 to 556: text_position did not indicate a real ending on page 555, and no other block won any page in between, so it must finish no earlier than the page where '10803878-6' starts.
10803886-1	3886	0	556	557	2	anchor	unknown	uncertain	page_end extended from 556 to 557: text_position did not indicate a real ending on page 556, and no other block won any page in between, so it must finish no earlier than the page where '10803886-2' starts.
10803894-0	3894	1	557	558	2	anchor	unknown	uncertain	page_end extended from 557 to 558: text_position did not indicate a real ending on page 557, and no other block won any page in between, so it must finish no earlier than the page where '10803894-1' starts.
10803903-2	3903	0	558	559	2	anchor	unknown	uncertain	page_end extended from 558 to 559: text_position did not indicate a real ending on page 558, and no other block won any page in between, so it must finish no earlier than the page where '10803904-0' starts.
10803914-0	3914	1	559	560	2	anchor	unknown	uncertain	page_end extended from 559 to 560: text_position did not indicate a real ending on page 559, and no other block won any page in between, so it must finish no earlier than the page where '10803914-1' starts.
10803918-8	3918	0	560	561	2	anchor	unknown	uncertain	page_end extended from 560 to 561: text_position did not indicate a real ending on page 560, and no other block won any page in between, so it must finish no earlier than the page where '10803919-0' starts.
10803938-1	3938	0	562	563	2	anchor	unknown	uncertain	page_end extended from 562 to 563: text_position did not indicate a real ending on page 562, and no other block won any page in between, so it must finish no earlier than the page where '10803939-0' starts.
10803942-0	3942	1	563	564	2	anchor	unknown	uncertain	page_end extended from 563 to 564: text_position did not indicate a real ending on page 563, and no other block won any page in between, so it must finish no earlier than the page where '10803942-1' starts.
10803955-2	3955	0	564	565	2	anchor	unknown	uncertain	page_end extended from 564 to 565: text_position did not indicate a real ending on page 564, and no other block won any page in between, so it must finish no earlier than the page where '10803955-3' starts.
10803961-6	3961	0	565	566	2	anchor	unknown	uncertain	page_end extended from 565 to 566: text_position did not indicate a real ending on page 565, and no other block won any page in between, so it must finish no earlier than the page where '10803961-7' starts.
10803969-1	3969	0	566	567	2	anchor	unknown	uncertain	page_end extended from 566 to 567: text_position did not indicate a real ending on page 566, and no other block won any page in between, so it must finish no earlier than the page where '10803969-2' starts.
10803985-2	3985	0	568	569	2	anchor	unknown	uncertain	page_end extended from 568 to 569: text_position did not indicate a real ending on page 568, and no other block won any page in between, so it must finish no earlier than the page where '10803985-3' starts.
10803986-20	3986	0	569	570	2	anchor	unknown	uncertain	page_end extended from 569 to 570: text_position did not indicate a real ending on page 569, and no other block won any page in between, so it must finish no earlier than the page where '10803986-21' starts.
10803990-0	3990	1	570	571	2	anchor	unknown	uncertain	page_end extended from 570 to 571: text_position did not indicate a real ending on page 570, and no other block won any page in between, so it must finish no earlier than the page where '10803990-1' starts.
10803997-2	3997	0	571	572	2	anchor	unknown	uncertain	page_end extended from 571 to 572: text_position did not indicate a real ending on page 571, and no other block won any page in between, so it must finish no earlier than the page where '10803998-0' starts.
10804022-1	4022	0	573	574	2	anchor	unknown	uncertain	page_end extended from 573 to 574: text_position did not indicate a real ending on page 573, and no other block won any page in between, so it must finish no earlier than the page where '10804023-0' starts.
10804034-3	4034	0	574	575	2	anchor	unknown	uncertain	page_end extended from 574 to 575: text_position did not indicate a real ending on page 574, and no other block won any page in between, so it must finish no earlier than the page where '10804035-0' starts.
10804040-7	4040	0	575	576	2	anchor	unknown	uncertain	page_end extended from 575 to 576: text_position did not indicate a real ending on page 575, and no other block won any page in between, so it must finish no earlier than the page where '10804041-0' starts.
10804048-1	4048	0	576	577	2	anchor	unknown	uncertain	page_end extended from 576 to 577: text_position did not indicate a real ending on page 576, and no other block won any page in between, so it must finish no earlier than the page where '10804049-0' starts.
10804061-2	4061	0	577	578	2	anchor	unknown	uncertain	page_end extended from 577 to 578: text_position did not indicate a real ending on page 577, and no other block won any page in between, so it must finish no earlier than the page where '10804062-0' starts.
10804069-1	4069	0	578	579	2	anchor	unknown	uncertain	page_end extended from 578 to 579: text_position did not indicate a real ending on page 578, and no other block won any page in between, so it must finish no earlier than the page where '10804070-0' starts.
10804082-1	4082	0	580	581	2	anchor	unknown	uncertain	page_end extended from 580 to 581: text_position did not indicate a real ending on page 580, and no other block won any page in between, so it must finish no earlier than the page where '10804083-0' starts.
10804093-0	4093	1	581	582	2	anchor	unknown	uncertain	page_end extended from 581 to 582: text_position did not indicate a real ending on page 581, and no other block won any page in between, so it must finish no earlier than the page where '10804093-1' starts.
10804096-2	4096	0	582	583	2	anchor	unknown	uncertain	page_end extended from 582 to 583: text_position did not indicate a real ending on page 582, and no other block won any page in between, so it must finish no earlier than the page where '10804096-3' starts.
10804103-1	4103	0	584	585	2	anchor	unknown	uncertain	page_end extended from 584 to 585: text_position did not indicate a real ending on page 584, and no other block won any page in between, so it must finish no earlier than the page where '10804104-0' starts.
10804107-11	4107	0	585	586	2	anchor	unknown	uncertain	page_end extended from 585 to 586: text_position did not indicate a real ending on page 585, and no other block won any page in between, so it must finish no earlier than the page where '10804107-12' starts.
10804114-2	4114	0	586	587	2	anchor	unknown	uncertain	page_end extended from 586 to 587: text_position did not indicate a real ending on page 586, and no other block won any page in between, so it must finish no earlier than the page where '10804114-3' starts.
10804147-1	4147	0	589	590	2	anchor	unknown	uncertain	page_end extended from 589 to 590: text_position did not indicate a real ending on page 589, and no other block won any page in between, so it must finish no earlier than the page where '10804148-0' starts.
10804157-3	4157	0	590	591	2	anchor	unknown	uncertain	page_end extended from 590 to 591: text_position did not indicate a real ending on page 590, and no other block won any page in between, so it must finish no earlier than the page where '10804157-4' starts.
10804170-2	4170	0	591	592	2	anchor	unknown	uncertain	page_end extended from 591 to 592: text_position did not indicate a real ending on page 591, and no other block won any page in between, so it must finish no earlier than the page where '10804170-3' starts.
10804179-3	4179	0	592	593	2	anchor	unknown	uncertain	page_end extended from 592 to 593: text_position did not indicate a real ending on page 592, and no other block won any page in between, so it must finish no earlier than the page where '10804180-0' starts.
10804183-9	4183	0	593	594	2	anchor	unknown	uncertain	page_end extended from 593 to 594: text_position did not indicate a real ending on page 593, and no other block won any page in between, so it must finish no earlier than the page where '10804183-10' starts.
10804211-0	4211	1	595	596	2	anchor	unknown	uncertain	page_end extended from 595 to 596: text_position did not indicate a real ending on page 595, and no other block won any page in between, so it must finish no earlier than the page where '10804211-1' starts.
10804219-0	4219	1	596	597	2	anchor	unknown	uncertain	page_end extended from 596 to 597: text_position did not indicate a real ending on page 596, and no other block won any page in between, so it must finish no earlier than the page where '10804219-1' starts.
10804222-9	4222	0	597	598	2	anchor	unknown	uncertain	page_end extended from 597 to 598: text_position did not indicate a real ending on page 597, and no other block won any page in between, so it must finish no earlier than the page where '10804223-0' starts.
10804229-3	4229	0	598	599	2	anchor	unknown	uncertain	page_end extended from 598 to 599: text_position did not indicate a real ending on page 598, and no other block won any page in between, so it must finish no earlier than the page where '10804229-4' starts.
10804234-1	4234	0	599	600	2	anchor	unknown	uncertain	page_end extended from 599 to 600: text_position did not indicate a real ending on page 599, and no other block won any page in between, so it must finish no earlier than the page where '10804234-2' starts.
10804252-1	4252	0	601	602	2	anchor	unknown	uncertain	page_end extended from 601 to 602: text_position did not indicate a real ending on page 601, and no other block won any page in between, so it must finish no earlier than the page where '10804252-2' starts.
10804260-1	4260	0	602	603	2	anchor	unknown	uncertain	page_end extended from 602 to 603: text_position did not indicate a real ending on page 602, and no other block won any page in between, so it must finish no earlier than the page where '10804260-2' starts.
10804272-2	4272	0	604	605	2	anchor	unknown	uncertain	page_end extended from 604 to 605: text_position did not indicate a real ending on page 604, and no other block won any page in between, so it must finish no earlier than the page where '10804272-3' starts.
10804281-0	4281	1	605	606	2	anchor	unknown	uncertain	page_end extended from 605 to 606: text_position did not indicate a real ending on page 605, and no other block won any page in between, so it must finish no earlier than the page where '10804281-1' starts.
10804290-3	4290	0	606	607	2	anchor	unknown	uncertain	page_end extended from 606 to 607: text_position did not indicate a real ending on page 606, and no other block won any page in between, so it must finish no earlier than the page where '10804290-4' starts.
10804297-8	4297	0	607	608	2	anchor	unknown	uncertain	page_end extended from 607 to 608: text_position did not indicate a real ending on page 607, and no other block won any page in between, so it must finish no earlier than the page where '10804297-9' starts.
10804299-3	4299	0	608	609	2	anchor	unknown	uncertain	page_end extended from 608 to 609: text_position did not indicate a real ending on page 608, and no other block won any page in between, so it must finish no earlier than the page where '10804299-4' starts.
10804310-2	4310	0	609	610	2	anchor	unknown	uncertain	page_end extended from 609 to 610: text_position did not indicate a real ending on page 609, and no other block won any page in between, so it must finish no earlier than the page where '10804311-0' starts.
10804333-0	4333	1	611	612	2	anchor	unknown	uncertain	page_end extended from 611 to 612: text_position did not indicate a real ending on page 611, and no other block won any page in between, so it must finish no earlier than the page where '10804333-1' starts.
10804342-0	4342	1	612	613	2	anchor	unknown	uncertain	page_end extended from 612 to 613: text_position did not indicate a real ending on page 612, and no other block won any page in between, so it must finish no earlier than the page where '10804342-1' starts.
10804351-4	4351	0	613	614	2	anchor	unknown	uncertain	page_end extended from 613 to 614: text_position did not indicate a real ending on page 613, and no other block won any page in between, so it must finish no earlier than the page where '10804351-5' starts.
10804401-0	4401	1	618	619	2	anchor	unknown	uncertain	page_end extended from 618 to 619: text_position did not indicate a real ending on page 618, and no other block won any page in between, so it must finish no earlier than the page where '10804401-1' starts.
10804420-6	4420	0	620	621	2	anchor	unknown	uncertain	page_end extended from 620 to 621: text_position did not indicate a real ending on page 620, and no other block won any page in between, so it must finish no earlier than the page where '10804421-0' starts.
10804427-6	4427	0	621	622	2	anchor	unknown	uncertain	page_end extended from 621 to 622: text_position did not indicate a real ending on page 621, and no other block won any page in between, so it must finish no earlier than the page where '10804427-7' starts.
10804434-3	4434	0	622	623	2	anchor	unknown	uncertain	page_end extended from 622 to 623: text_position did not indicate a real ending on page 622, and no other block won any page in between, so it must finish no earlier than the page where '10804435-0' starts.
10804458-2	4458	0	625	626	2	anchor	unknown	uncertain	page_end extended from 625 to 626: text_position did not indicate a real ending on page 625, and no other block won any page in between, so it must finish no earlier than the page where '10804459-0' starts.
10804474-1	4474	0	627	628	2	anchor	unknown	uncertain	page_end extended from 627 to 628: text_position did not indicate a real ending on page 627, and no other block won any page in between, so it must finish no earlier than the page where '10804475-0' starts.
10804483-5	4483	0	628	629	2	anchor	unknown	uncertain	page_end extended from 628 to 629: text_position did not indicate a real ending on page 628, and no other block won any page in between, so it must finish no earlier than the page where '10804483-6' starts.
10804486-2	4486	0	629	630	2	anchor	unknown	uncertain	page_end extended from 629 to 630: text_position did not indicate a real ending on page 629, and no other block won any page in between, so it must finish no earlier than the page where '10804486-3' starts.
10804504-2	4504	0	631	632	2	anchor	unknown	uncertain	page_end extended from 631 to 632: text_position did not indicate a real ending on page 631, and no other block won any page in between, so it must finish no earlier than the page where '10804505-0' starts.
10804507-0	4507	1	632	633	2	anchor	unknown	uncertain	page_end extended from 632 to 633: text_position did not indicate a real ending on page 632, and no other block won any page in between, so it must finish no earlier than the page where '10804507-1' starts.
10804517-1	4517	0	633	634	2	anchor	unknown	uncertain	page_end extended from 633 to 634: text_position did not indicate a real ending on page 633, and no other block won any page in between, so it must finish no earlier than the page where '10804518-0' starts.
10804524-3	4524	0	634	635	2	anchor	unknown	uncertain	page_end extended from 634 to 635: text_position did not indicate a real ending on page 634, and no other block won any page in between, so it must finish no earlier than the page where '10804524-4' starts.
10804533-1	4533	0	635	636	2	anchor	unknown	uncertain	page_end extended from 635 to 636: text_position did not indicate a real ending on page 635, and no other block won any page in between, so it must finish no earlier than the page where '10804533-2' starts.
10804543-1	4543	0	636	637	2	anchor	unknown	uncertain	page_end extended from 636 to 637: text_position did not indicate a real ending on page 636, and no other block won any page in between, so it must finish no earlier than the page where '10804543-2' starts.
10804550-3	4550	0	637	638	2	anchor	unknown	uncertain	page_end extended from 637 to 638: text_position did not indicate a real ending on page 637, and no other block won any page in between, so it must finish no earlier than the page where '10804551-0' starts.
10804562-1	4562	0	638	639	2	anchor	unknown	uncertain	page_end extended from 638 to 639: text_position did not indicate a real ending on page 638, and no other block won any page in between, so it must finish no earlier than the page where '10804562-2' starts.
10804563-25	4563	0	639	640	2	anchor	unknown	uncertain	page_end extended from 639 to 640: text_position did not indicate a real ending on page 639, and no other block won any page in between, so it must finish no earlier than the page where '10804563-26' starts.
10804563-57	4563	0	640	641	2	anchor	unknown	uncertain	page_end extended from 640 to 641: text_position did not indicate a real ending on page 640, and no other block won any page in between, so it must finish no earlier than the page where '10804563-58' starts.
10804572-1	4572	0	641	642	2	anchor	unknown	uncertain	page_end extended from 641 to 642: text_position did not indicate a real ending on page 641, and no other block won any page in between, so it must finish no earlier than the page where '10804572-2' starts.
10804580-2	4580	0	642	643	2	anchor	unknown	uncertain	page_end extended from 642 to 643: text_position did not indicate a real ending on page 642, and no other block won any page in between, so it must finish no earlier than the page where '10804580-3' starts.
10804589-1	4589	0	643	644	2	anchor	unknown	uncertain	page_end extended from 643 to 644: text_position did not indicate a real ending on page 643, and no other block won any page in between, so it must finish no earlier than the page where '10804590-0' starts.
10804596-4	4596	0	644	645	2	anchor	unknown	uncertain	page_end extended from 644 to 645: text_position did not indicate a real ending on page 644, and no other block won any page in between, so it must finish no earlier than the page where '10804596-5' starts.
10804604-1	4604	0	645	646	2	anchor	unknown	uncertain	page_end extended from 645 to 646: text_position did not indicate a real ending on page 645, and no other block won any page in between, so it must finish no earlier than the page where '10804605-0' starts.
10804614-2	4614	0	646	647	2	anchor	unknown	uncertain	page_end extended from 646 to 647: text_position did not indicate a real ending on page 646, and no other block won any page in between, so it must finish no earlier than the page where '10804615-0' starts.
10804630-3	4630	0	648	649	2	anchor	unknown	uncertain	page_end extended from 648 to 649: text_position did not indicate a real ending on page 648, and no other block won any page in between, so it must finish no earlier than the page where '10804630-4' starts.
10804648-4	4648	0	650	651	2	anchor	unknown	uncertain	page_end extended from 650 to 651: text_position did not indicate a real ending on page 650, and no other block won any page in between, so it must finish no earlier than the page where '10804648-5' starts.
10804662-3	4662	0	652	653	2	anchor	unknown	uncertain	page_end extended from 652 to 653: text_position did not indicate a real ending on page 652, and no other block won any page in between, so it must finish no earlier than the page where '10804663-0' starts.
10804673-6	4673	0	655	656	2	anchor	unknown	uncertain	page_end extended from 655 to 656: text_position did not indicate a real ending on page 655, and no other block won any page in between, so it must finish no earlier than the page where '10804673-7' starts.
10804687-1	4687	0	656	657	2	anchor	unknown	uncertain	page_end extended from 656 to 657: text_position did not indicate a real ending on page 656, and no other block won any page in between, so it must finish no earlier than the page where '10804688-0' starts.
10804719-1	4719	0	659	660	2	anchor	unknown	uncertain	page_end extended from 659 to 660: text_position did not indicate a real ending on page 659, and no other block won any page in between, so it must finish no earlier than the page where '10804720-0' starts.
